person_pdbId,name,bio,region
1343,SARDAR SAHIB CHOWDHRI CHAMBEL SINGH,"retired Inspector of Police, Punjab now Superintendent of Police, Sri Ganganagar, Bikaner State. Born 1883. Permanent residence at village Kaunla in the Ambala District. Joined Police Department, Punjab, in 1902 as foot constable and retired in 1933 as Inspector of Police. During the Great War supplied two recruits and subscribed to War Loans, also buying cash certificates. In 1923-24 rendered meritorious services in arresting Babbar Akalis and suppressing Akali movement in Hoshiarpur district. For these and other services granted a square of land in Lyallpur District, a large number of cash rewards, Sanads and commendation certificates and title of Sardar Sahib. Also rendered valuable services during the Civil Disobedience movement as City Inspector of Police, Ferozepur City, for which was recommended for title of Sardar Bahadur. Owns about 1,100 bighas of land in Lyall- S. S. Chowdhri Chambel Singh, Superintendent of Police, pur, Ambala and Karnal Districts. Has two worthy sons, Sat Gurdial Sri Ganganagar, Bikaner State. Singh, M.A., LL.B., and Bikram Parkash Singh, B.A.",U. P. & AJMER-MERWARA
1344,R. P. CHATTERJEE,"Journalist, Lahore. In early youth joined the editorial staff of the Tribune and was Senior Assistant Editor for eight years, acting as Editor several times. Some of his writings in the Tribune and in a new English daily in Lahore, Light, were honoured with special recognition by eminent journalists like Mr. N. N. Ghose in the Indian Nation and Sri Aurobinda Ghose in Bande Mataram. Was prominently connected with the Punjabee of Lahore in its glorious days. Was in charge of the Arya Patrika in its historic campaign against the People's Bank in 1912. Edited the English Bulletin of Messrs. Khosla Brothers, Lahore, during the Great War. Some of his philosophical articles in the Mahashakti, an English weekly of Benares, of which he was Editor for three years, earned unstinted appreciation of eminent Savants like Professor Samaddar of the Patna University, Mr. Hirendra Nath Datt, M.A., B.L., of Calcutta and Mr. N. C. Kelkar of Poona. Was Editor of the Hindu Herald, Lahore, for five years. His work in that capacity was appreciatively referred to by Mr. Ramanand Chatterjee in his Bengali magazine Prabasi of July, 1928. ""You have a message and a vision,"" wrote Sadhu Vaswani. Some of his writings in the Hindu Herald attracted notice in learned circles far beyond the confines of India. Certain articles of his were specially mentioned in the opening address of the President at the annual Conference of the Spiritualist Union of South Africa at Johannesburg in May, 1928. In the words of Mr. P. S. Joshi, the well-known Indian leader in South Africa, ""the R. P. Chetterjee, Journalist, Lahore. (Photo taken when on the Editorial Staff Secretary declared that it would be very fine if the local papers of the Tribune.`') expressed such high thoughts through their editorials instead of the usual rubbish."" An article of his entitled Unity as a Bargain' evoked high praise from the renowned internationalist Dr. Taraknath Das, A.M., PH.D., then in Munich, Germany, now in America. Mr. Chatterjee has been connected with the Imperial Publishing Company, Lahore, for seventeen long years. He has one son, Kamalaksh Chatterjee, who is being educated.",U. P. & AJMER-MERWARA
1345,SUFI CHARAGH DIN,"Rais and Government Contractor, Ludhiana, was born in 1881. His father, Sufi Saifur Rahman, was a well-known Pir. He and his numerous followers ever re- mained loyal and served the benign Government in various ways. Sufi Charagh Din, who has been steadfast in his loyalty to British Government, possesses valuable quali- ties of head and heart. He has a gifted business brain over his shoulders and is the owner of a large property. He has recently built a magnificent residential building at a very large cost and named it after his own name "" Charagh Din Mansions,"" which stands as a striking monument to show Sufi Ghulam Mahbub Subhani, B.A. (Alig.). LL.B., Pleader, Ludhiana. Sufi Charagh Din, Rais and Government Contractor, Ludhiana. his place and position in life and adds distinctively to the grandeur of the town. He is blessed with a worthy son, Sufi Ghulam Mahbub Subhani, B.A. (Alig.), LL.B., Pleader, who is very popular amongst local officers and the public. He has recently been elected a Member of the local Municipal Committee. He is a keen sportsman and is the Honorary General Secretary of Ludhiana Cricket Club. He has considerable influence in the town,"" as remarked by the D.C. and other officers in their certificates granted to him for his valuable services for public good.",U. P. & AJMER-MERWARA
1346,SARDAR BAHADUR CAPTAIN SARDAR SANT SINGH CHIMNEY BAHADUR,"Hony. Magistrate and Sub- Registrar, Gujranwala. Born 1877. Fought for the King-Emperor in various theatres of the Great War with singular distinction and devotion throughout. Lt.- Colonel E.M. Taylor, V.C., 22nd Cavalry, writes His power of organisation and recruiting energy enabled regiments to keep its numbers at the front including draft to regiments in France. He has always maintained a good spirit in all ranks. He enjoys the respect and confidence of all ranks. He made energetic and successful efforts to obtain recruits of good class. Recruits of good stamp were obtained when recruits were very difficult to get."" Brigadier-General H. L. Richardson, Commanding Jhelum Brigade, enumerates his services during disturbances in the fol- lowing words :-"" In April last, during the disturbances in the Punjab, Sant Singh was a source of strength to me as he knew of and was in touch with many sources information. Collected Rs. 50,000 for the War Loan including his own contribution."" 22nd Cavalry, writes as follows: This Indian Major A. J. Cock, Commanding Officer has been most energetic and success- the ful in obtaining Sikh recruits since when S. B. Captain Sardar Sant Singh Chimney Bahadur, Hony. Magistrate and Sub-Registrar, Gujranwala. beginning of the War at the time Sikhs of good stamp were not at all easy to get."" Possesses various Sanads and certificates in appreciation of War services. Appointed 364 Hony. Captain in 1921. Awarded title of Sardar Bahadur and also 12 squares of land on two different occasions. Owns a very large house and landed property. Out of various subscriptions may be mentioned Rs. 500 to Child Welfare and Maternity Centre, Gujranwala; Rs. 250 to Flood Relief Fund and Rs. 250 to the Silver Jubilee Fund. Proceeded to London to join the Coronation ceremony held in 1911, by order of the Government. Is the head of renowned Chimney family. Has a bright history as revealed in the book styled Chiefs and Noted Families in the Punjab.""",U. P. & AJMER-MERWARA
1347,CAPTAIN SARDAR BAKHSHISH SINGH CHIMNI,"R.I.A.S.C. Born 28th August, 1904. Is a worthy scion of the historic Chimni family of Gujranwala with high martial traditions extending over generations. Family agnomen Chimni began with his heroic great-great-grandfather, Sirdar Hukma Singh, with reference to whose gallant deeds Maharaja Ranjit Singh had once expressed his surprise that such a chimna of a man should be more courageous than men twice his size. His great-grandfather, Sirdar Sher Singh, died fighting bravely at Sobraon. His grandfather, Sirdar Lehna Singh, was on the personal staff of Maharaja Dalip Singh and from 1872 till his death was Municipal President and Hony. Magistrate at Gujranwala. Father, Captain Sirdar Sant Singh, served in 22nd Sam Browne's Cavalry from 1896 to 1921, joining with a direct Commission. He saw service in Mesopotamia during the Great War. Since retirement he has been an Hony. Magistrate and Sub-Registrar at Gnjranwala. Full history of the family is given in Sir Lepel Griffin's 'Punjab Chiefs."" Captain Sirdar Bakhshish Singh was educated at Khalsa High School, Gujranwala, Government College, Lahore, and Royal Military College, Sandhurst. He won a scholarship in the Matriculation, and King's India Cadetship at Sandhurst, where he stood first amongst Indian cadets. A King's Commission was granted to him by H. M. King George the V on 30th August, 1924. He was attached on first appointment to the Royal Scots Fusiliers. Transferred to Indian Army and posted to 5th Royal Bn. 5th Mahratta Light Infantry a year later. Transferred to R. I. A. S. C., Captain Sardar Bakhshish Singh Chimni, in January, 1934. Served in Mohmand operations, 1935, R.I.A.S.C., Gujranwala. receiving the Indian General Service Medal with Clasp. Was promoted Lieutenant 30th November, 1926, and Captain 30th August, 1933. Officiated as Deputy Assistant Director, Supplies and Transport, 1937. Has recently obtained a competitive vacancy at the Staff College, Quetta. Is blessed with five sons.",U. P. & AJMER-MERWARA
1348,C. N. CHANDRA,"I.C.S., Deputy Commissioner, Sialkot. Has been on active service for more than fourteen years. Appointed to the present rank in April, 1933.",U. P. & AJMER-MERWARA
1349,R AI SAHIB CH. CHET RAM,"Zaildar, P. O. Oklana Mandi, District Hissar.",U. P. & AJMER-MERWARA
1350,THE HON'BLE RAO BAHADUR CHAUDHRI SIR CHHOTU RAM,"Minister of Development, Punjab, under the new Constitution, Lahore. Born November, 1883. Educated at St. Stephen's High School and St. Stephen's College, Delhi. Served as Assistant Secretary to the Raja of Kala- kankar in Oudh and as a teacher in Rangmahal High School, Lahore, and St. John's Mission High School, Agra; passed Final Examination in Law in 1911 and practised for some time. Worked as Honorary Secretary, District Recruiting Committee, during the Great War; was the first President, Rohtak District Congress Committee, but resigned from the Congress in 1920 elected to the Punjab Legislative Council, 1923; Minister to the Punjab Government, September, 1924, to C. N. Chandra, I.C.S., January, 1927 Leader of the Unionist Party in the Punjab Legislative Deputy Commissioner, Sialkot. Council, January, 1926, to October, 1936 elected President, Legislative Council, October, 1936, and appointed Minister of Development, Government of the Punjab, under new Reforms, April, 1937. Knighted, May, 1937.",U. P. & AJMER-MERWARA
1351,DR. KAHAN SINGH CHOWDHURY,"M.A., PH.D., LL.D., Advocate of various High Courts of Judicature and Supreme Courts of His Britannic Majesty and Privy Council (England), born 28th April 1889, is a leading Barrister-at-Law of Rawalpindi. On his return from England after passing the Civil Service Examination, and having been called to the Bar, he was in 1921 appointed an Assistant Commissioner at Rawalpindi for his probation period, where he successfully completed this period, but he preferred legal practice and was allowed to resign by the Secretary of State and, as is well known, has made his mark in the line. He is now on the approved list of High Court Judges and Secretariat of League of Nations (Geneva) on Communal and later on National basis. He represents one of the oldest and noblest landlords' families in the Punjab. His great-grandfather, Chowdhury Guchhe Shah, was a Suba (Governor) under Sikh rule. His father, late Sardar Atma Singh Chowdhury of Kahuta (Rawalpindi), was treated and respected like a Chief. Dr. Chowdhury has an international experience and reputation, having served in the Political Department in Baluchis- tan 1906-10, and having been seven times to Europe and having twice toured round the world last time with his wife. He has visited practically all the Colonies, Protectorates and Mandates and practised even in Foreign Courts. During the Great War Dr. Chowdhury served with distinc- tion as an officer. During that critical period he and his whole family rendered exemplary loyal services both with men and money and his family holds many privileges as mark of honour and respect. Its services are recorded in "" Who's Who and India and the Dr. Kahan Singh Chowdhury, M.A., War."" Ph.D., LL.D., Bar-at-Law. Dr. Chowdhury has been a Notary Public, Commiisioner for Oaths, Executive Member of the Indian National Congress and Deputy President of the Central Council in Uganda (British East Africa). During the great disturbance at Shanghai he was appointed Enquiry Commissioner by the Shanghai Government and on the completion of the Enquiry he received from the public such an honour in 1928 as had never been extended to an Indian before, He was carried in a procession two miles in length. Dr. Chowdhury married second time in Europe Miss Mary Alexandra of Isle-de-France (born in 1909), now Chandravati Chowdhury, a Lady Doctor of eminence, who, after taking her M.B.B.S., Post-graduated as L.M. at Rotunda, Dublin. His eldest son, Lieutenant Pritam Singh Chowdhury, stood first in Officers' Training Corps in England and passed with a most brilliant record and career at Sandhurst and is now Company Commander with the 5th Battalion (Duke of Connaught's Own) 11th Sikh Regiment at Chaman, Baluchistan. Over a dozen of his real nephews (all England-returned) are holding important posts in Provincial and Imperial Services in India, a few of them also holding King's Commission. Dr. Chowdhury is Patron, President, Manager and General Secretary, etc., of many Sikh and social institutions and much loved and respected by all who ever come in contact with him.",U. P. & AJMER-MERWARA
1352,R. S. P. CHINTAMANI PANT,"Executive Engineer, P.W.D., Simla.",U. P. & AJMER-MERWARA
1353,LATE KHAN BAHADUR C. CURSETJEE,"of Jullundur, one of the Punjab's oldest and most prominent merchant-residents, had a singularly romantic career. Born in Bombay of an humble Parsee family he started life in his early teens on his own and was on the front in the Kabul War before the age of twenty. Fate, however, drifted him down south where in the nineties he made a modest beginning of his present successful business in Jullundur. His tact and genial personality not only soon made him a very successful businessman but endeared him to both the European and Indian communities. The Government also before Income-tax Assessor and Chief Member of the Bazar Committee. In 1900 and again in long recognised his services in the interest of the Cantonment and in 1895 nominated him 1905 an serious Hindu-Muslim tensions were averted through his pupularity and influence. For invaluable services in connection with Plague between 1900 and 1902 he was awarded a Sanad by the 366 Government and in 1907 was personally thanked by General Pollock for meritorious services in i connection with small-pox. For his various public services he was made Khan Sahib in 1913. In 1915 he was especially appointed by Government a Delegate to the Parsee Matrimonial Court to adjudicate cases arising out of the Parsee Marriage and Divorce Act in the Punjab. During the Great War he rendered splendid services as Honorary Secretary, Punjab Branch of the Indian War Relief Fund and the Punjab Armoured Aeroplane Fund, and persenally subscribed to the War Loans 57 per cent. of the entire subscriptions from Jullundur Cantonment. He was awarded a Sanad for these services and another Sanad for valuable ""Our Day"" work. In 1921 he was appointed Member of the Central Committee of Earl Haig's Ex-Services Association (Northern Command Branch) and in 1929 was created a Khan Bahadur. He has been the only member nominated by the Government to the Cantonment Board who has been in office continuously for the last 33 yenrs. He has been righly called one of the happiest links between the rulers and the ruled. He has very charitable ideas and is a distinguished Free- mason, having been initiated 54 years back. He ranks to-day as one of the few oldest Masons not only in the Punjab but throughout Late K. B. C. Cursetjee, Jullundur. the country, and amongst the many degrees he holds is the high order of P. Dy. D. G. M. (Punjab). He is also an Officer of the Grand Lodge of England. During the King's Silver Jubilee he was on the committee and implemented the succesful celebrations in Jullundur to a great extent. He spared no exertions or money for the success of the function and has been awarded the Jubilee Medal. He died on 20th March 1937. He leaves behind four sons and five daughters.",U. P. & AJMER-MERWARA
1354,SARDAR DALIP SINGH,"Rais, Divisional Durbari, Ladhran, District Ludhiana. Awarded a Sanad from His Excellency the Commander=in-Chief for recruiting work during Great War and a Sanad from Punjab Government for services against Ghadar Party, 1914-16. Also did good work during Akali movement. Was given 8 rectangles of land as a Gentry Grant in Multan District and made Divisional Durbari, 1928. Appointed Sub-Registrar, Samrala, 1931. Is Member, District Board, Ludhiana, and President, Khalsa High School and Khalsa girl Middle School, Jaspalon, District Ludhiana. Subscribed Rs. 4,000 to various public funds, Rs. 2,000 to War Loan and War Funds and Rs. 100 to Jubilee Fund, 1935. H.E. the Governor was pleased to see the excellent record of his services.",U. P. & AJMER-MERWARA
1355,DHANPAT MAL DEWAN CHAND,"Giddarbaha, District S. Dalip Singh, Rais, Divisional Ferozepore. Durbari, Ladhran.",U. P. & AJMER-MERWARA
1356,DEWAN DILBAGH RAI,"Honorary Magistrate, Member, District Board, and Divisional Durbari, Fatehgarh, District Gurdaspur (Punjab). Born 1900. Owns extensive landed and house property. Estate under Court of Wards, 1901-22; subscribed Rs. 1,000 to Jubilee Fund, Rs. 2,200 to King George Silver Jubilee Hindu Girls' School, Fatehgarh, Rs. 500 to Dewan Dilbagh Rai King George Silver Jubilee Parishad, Batala. Has one son, Dewan Kunwal Kishore,",U. P. & AJMER-MERWARA
1357,DIWAN CHAND,"Banker, Giddarbaha, District Ferozepore. IWAN CHAND of Arah, District Gujrat. Born January, 1884. Served as Kanungo in Patiala State, 1901-8; joined British Dewan Dilbagh Rai, Honorary Magistrate, Fatehgarh, Government service in 1917. Holds many Sanads and certifi- District Gurdaspur (Punjab). cates from various Government officials for good work and loyalty to the Crown.",U. P. & AJMER-MERWARA
1358,LATE KHAN SAHIB RISALDAR KHAN DAURAN KHAN,"Honorary Magistrate. Zaildar, Sangla Hill, District Sheikhupura, was the worthy head of one of the best known historic families in the Punjab noted for its prowess, public spirit and steadfast loyalty to the Crown. He was a leading representative of the famous Bhatti Rajput clan who have their headquarters at Pindi Bhattian in the district of Gujranwala. The ancient Bhatneer, now called Bikaneer, was the original home of the Bhatti Rajputs. During some dynastic revolution they found it necessary to leave their native land and settled in the Punjab. Mian Wilayat Khan (grand- father of Khan Sahib) and his brother, Mian Fatteh Khan, considerably helped the British with provi- sions and personal services during the Sikh Wars. During the Sepoy Mutiny of 1857 both brothers were equally conspicuous in their fidelity and allegiance to Government. In token of his ""loyal and faithful conduct to the State Mian Wilayat Khan was honoured with a pair of Gold Bracelets by Government, and Mian Fatteh Khan was glowingly praised by high officers for his heroic help in the expedition to Bulla in the Karnal district in those dark days for the collection of revenue and for his gallant conduct at the head of his Risala at Delhi. The certificates granted to them from time to time during the period from 1863 to 1864 for valuable services rendered to Govern- ment are too numerous to be mentioned in detail. Khan Sahib's father, Khan Mohammad Murad Bux, took scrupulous care, both in his private and public dealings, to tread in his illustrious father's footsteps. He had, in the words of Col. Popham Young, C.I.E., high reputation for honesty,"" and was equally respected by the public and the officials for his high character and loyalty to Government. Khan Sahib Risaldar Khan Dauran Khan had Late K. S. Risaldar Khan Dauran Khan, of Sangla Hill, District Sheikhupura. to his credit a proud record of services both to the Government and the public. As early in his life as in 1898 he was recipient of a Sanad for meritorious services in the Malakand Field Force. In 1901 he was made Zaildar and was granted the same year a special certificate for valuable assistance to the Criminal Administration of the district and subsequently many other Sanads and testimonials for ""useful assistance to Government officials in all Departments."" He was described in 1902 by Mr. R.D Spencer, District Superintendent of Police, Sheikhupura, as one of the best Zaildars in the district."" During the intense excitement and agitation in the Lyallpur district in 1907 over the Colony Bill he worked splendidly in allaying the fears and apprehensions of the Zamindars and thereby averting what portended to be a serious disturbance. He received various certificates from high officers for this valuable service. As is well known, his public spirit had ever been on a par with his loyalty to Government. He served the public with singular devotion whenever an occasion arose for the same. His magnificent work during plague epidemics may well be said to constitute an outstanding glory of his life. Not the least remarkable demonstration of his public spirit consisted in his work as a Member and Vice-Chairman of the Sangla Hill Municipality from 1900 to 1924 and Member, District Board, from 1898 to 1935. till He was appointed Honorary Magistrate in 1911, and ever since his appointment marked his sudden death in June 1937, he was discharging his duties in this responsible capacity with Judge ability and tact and with exemplary honesty and impartiality. He worked as Honorary Civil from 1916 to 1928, giving all through his career in that capacity a highly creditable account of himself. in His sincere loyalty to the Crown could not have been more strikingly illustrated than the energy and devotion with which he served the Empire during the Great War. His for recruiting services were as remarkable as they were exemplary. In his Zail of Sangla there was a demand Zail. 390 recruits, but he secured 570, as many as 180 more than the number fixed for his 368 He personally supplied 60 recruits and enlisted his younger brother, Khan Sher Alam Khan, force who was taken as a Commissioned Officer in the Army. He also supplied 35 Sarwans for recruitment field in the Zail of Sangla was due, according to the Recruiting Officer, to Khan Sahib's personal recruit- overseas and 85 Sarwans with 259 camels for Cantonments in India. The success in influence and persuasions. The extent and outcome of his activities in connection with Punjab ment as well as supply and transport were warmly attested to by the Chief Secretary to the of this Government, the Divisional Recruiting Officer and the local authorities. In appreciation Khillat were he was granted seven squares of land in 1916. In 1916 Sanads, certificates and of mule- presented to him by the Punjab Government for his active assistance in the recruitment Commander- in-Chief teers for his splendid recruiting services. He was also recipient of a Sanad from the and camel-drivers and in 1918 he was awarded a certificate by His Excellency the District War League, Gujranwala. The late Khan Sahib also helped the Government with characteristic energy and and thorough- Civil Disobedience ness disturbances and, with untiring efforts, succeeded in keeping peace in during the Martial Law days of 1919-20 and during the Khilafat, Hijrat, Akali his Ilaqa. good Funds, donated Rs. 1,000 to the Veterinary Hospital, Sangla, personally and with money and for the relief of human distress. He contributed liberally to Flood Relief collected for it Being of an intensely generous disposition, Khan Sahib spent money freely and for Earth- public quake Rs. 5,000 from his Zail. He also helped Red Cross Society and St. John Ambulance from time to time. Divisional Durbari in 1909; Khan Sahib in 1930 and Provincial Durbari and in 1935. He He was was made made Honorary Risaldar in appreciation of his services to the Military Army Department. Khan Sahib's public activities embraced a wide range of usefulness. Life Member, He was Red Honorary Cross Magistrate; Member, District Board Non-official Sheikhupura Visitor to District; Jails Member, Advisory Com- mittee, Society, Lyallpur St. John Division Ambulance and and Hafizabad Service Division Club, Canals ; Life Member, Anjuman Himayat Islam and Anjuman Islamia, Punjab, etc., etc. On the 6th Khan Sahib took a prominent part in clothes, the Royal etc., Silver to Jubilee the poor. celebrations. He also contributed Silver May  he opened to the a Silver langar Jubilee and distributed Fund. In food, appreciation of his good services he was awarded Rs. Jubilee Medal The landed in 1935. property of the late Khan nearly Sahib 30 squares. in Gujranwala, He was Sheikhupura, paying about Lyallpur Rs. Magis- 1,800 and Montgomery as during revenue. his lifetime He resided amounted permanently to at Sangla but used to serve as Honorary eldest annually His trate at Sheikhupura. Khan Sahib leaves behind him two Zaildar worthy and sons Vice-Chairman, and four promising marked Sangla grandsons. energy Municipality, and ability, and son, Khan Ashaq Hussain Khan, Sheikhupura, Sarbarah was helping his he father, has been with giving a highly creditable at the Member, District activities. Doard, As Municipal Vice-Chairman Khan Ghulam Hussain, is being his educated Diploma from in all his public himself. Khan Sahib's second Tofiq son, Hussain, having received and second grandson, account Aligarh University, of and his Lahore, grandson, has Khan passed in Cambridge Lahore. Senior Class, Aitchison Khan Chiefs' Hussain, College, is studying in F. C. College, of Rafiq Zaildar, Khui Khera, 1874.",U. P. & AJMER-MERWARA
1359,DULLA RAM,"Ram, Zaildar. Born of important June, services to Government of during land. Pays Rs. 260 as and on various the other Great War supplied Civil 25 Disobedience recruits, movement conducted obey a lecturing Govern- with a notable record critical occasions. Owns 1,300 bighas gave Rs. 1,400 to the War Loans, land 110 revenue. to the War During Works Fund. During and the tried his level best to teach in the every public way, to especially in Rs. campaign in favour of Government been helping the Administration fund for public good. Gave Took decent ment. All through suppression his life of has crimes. Jangi Subscribes Memorial to Fund, every and Red subscribed Cross Society, to the Jubilee etc. Fund. a detection amounts to and Punjab Flood the Royal Relief Silver Fund, Jubilee of celebrations for public spirit and and Ram nobility Partap. of soul. Son, prominent Highly respected part in in his Ilaqa Hira by all Lal classes has two people sons-Radha Kishan Hira Lal, Zaildar Sarbrah. 369 5 Above : R. B. Bawa Dinga Singh, Managing and Senior Partner of Messrs. Spedding Dinga Singh & Co., and Lahore. Below : Sons of R. B. Bawa Dinga Singh. From left to right : Bawa Arjan Singh. Bawa Sunder Singh Bawa Gian Singh.",U. P. & AJMER-MERWARA
1360,RAI BAHADUR BAWA DINGA SINGH,"Managing and Senior Partner of Messrs. Spedding Dinga Singh & Co., Premier Timber Merchants, Railway and Government Contractors, Lahore, originally a resident of Vairowal Bawian, District Amritsar, is a direct descendant of Guru Angad Dev, the second Sikh Guru, and the greatest favourite of the great Sikh Guru Nanak Dev. The Bawa family of Goindwal and Vairowal is well known in the Punjab and commands the respect and reverence of Sikhs and Hindus alike as much for their eminent spiritual position as for their many estimable qualities of head and heart. The Bawa Sahib has proved in every way a worthy representative of the family and enjoys the esteem of all classes of people for his piety and generosity combined with a commanding intellect and rare business acumen. Rai Bahadur Bawa Dinga Singh was born in 1883 and received his education at Amritsar till 1900, when, leaving his studies, he joined Government service. But Government service providing no scope for his brilliant intelligence and enterprising brain, he gave it up in 1907 and joined his father's timber business. From the moment he did so, thanks to his industry and enterprise, his business began to grow by leaps and bounds. He took over the famous firm of Messrs. Spedding and Co., the oldest and biggest European firm in Timber Trade in Northern India. The name of the firm was changed into Messrs. Spedding Dinga Singh & Co. On his father's death in 1910 it fell to his lot to support a large family-brothers and sisters, unmarried. His brothers, after having been educated, are now doing their own business. In 1922 the Punjab Forest Department entered into partnership with Rai Bahadur Bawa Dinga Singh in the Talwara Saw Mills scheme. The Bawa Sahib undertook to finance that scheme up to sixteen lakhs of rupees. Rai Bahadur Bawa Dinga Singh is devotedly loyal to the British Raj and often at critical times he has devotedly helped the Government. During the Great War he helped the Government in various ways. He gave handsome amounts to the various War funds and subscribed liberally to the War Loans. He also supplied thousands of tons of sleepers and sawn timber to Mesopo- tamia, Salonika, etc. During the Afghan War of 1919 a very big order was placed with Rai Bahadur Bawa Dinga Singh to be completed in two months, but he carried it out within a few days and to the entire satisfaction of the authorities. On the occasion of His Royal Highness the Prince of Wales' visit to Lahore Rai Bahadur Bawa Dinga Singh was appointed by His Excellency the Governor a Member of the Punjab Provincial Reception Committee and also a Member of the Decoration Sub-Committee. He discharged his duties creditably and also contributed Rs. 2,500 on the occasion. Rai Bahadur Bawa Dinga Singh has been a nominated Member of the Punjab Forest Board for the last 10 years. He has also been President of the Punjab Timber Trades Association for the last 10 years, of which all the Conservators of N. I. Forests and leading firms of timber merchants are members. Rai Bahadur Bawa Dinga Singh spares neither pains nor money to serve both the public and the Government. His contributions to various public funds and in the service of the Govern- ment and the public amount to thousands of rupees. Every movement aiming at public good can count upon his heartiest support and encouragement. He takes special interest in education, having already contributed Rs. 15,000 to Vairowal Public School which has been handed over to the District Board. He is extremely kind-hearted, his heart almost bleeding for the poor. His purse is always open for public good and for the relief of human distress, irrespective of race and creed. He gave a handsome amount for the relief of sufferers during the Hindu-Muslim riots of 1926. He has also given Rs. 16,000 for Montmorency Hall and Tube Wells at Kot Lakhpat; Rs. 5,000 to Lahore Zoo; Rs. 3,000 for D. M. College, Moga, at an annual prize distribution where he presided Rs. 6,000 for Sanatan Dharam College, Lahore, of which he was for several years Vice-President. For years he contributed to the funds of this College a monthly sum in addition to decent sums as occasions arose. He presided over the Bar Sanatan Dharam Confer- ence at Lyallpur and contributed on that occasion Rs. 5,000 for various funds, especially for girls' education. The above are only a few outstanding instances of his munificence. His annual charity is between Rs. 20,000 and Rs. 25,000. For his various public services he was honoured with the title of Rai Bahadur in 1930. 371",U. P. & AJMER-MERWARA
1361,KHAN BAHADUR MIAN AHMAD YAR KHAN DAULATANA,"M.L.A., the elder Mian Ghulam Qadir Khan and grandson of Mian Ghulam Mohammad Khan, the son of Chief of the Daultanas of Luddan, in the Multan District, was born at Luddan on the 13th renowned April, 1896. He is a worthy scion of an old and historic family of loyal and influential landholders universally respected for their innate nobility and large-heartedness. The family belongs to a sub-division of the Joya clan, a distinguished branch of the Jats, having a population of about 9 lakhs living in Multan, Montgomery, Ferozepur, Rohtak Districts and Bahawalpur, Bikaner, Jaisalmer and Jaipur States. His grandfather, Mian Ghulam Mohammad Khan, enjoyed the esteem and affection of all classes of people for his simple habits, high spirituality, great kindliness of heart and boundless munificence. Mian Ghulam Kadir Khan was a worthy son of his father in his religious fervour, generosity and simplicity of manners. He, however, met with untimely death during the lifetime of his father while on a pilgrimage to the Holy Ka'aba. The charge of Mian Ahmad Yar Khan, then a mere boy, accordingly devolved upon the aged grandfather, who, however, did not survive long the shock of his son's sad and premature death, and the boy and his property were taken under the protection of Government under the Court of Wards, Multan District. Mian Ahmad Yar Khan was sent to the Aitchison Chiefs' College, Lahore, for further studies. Endowed with intelligence of a very high order, he gave in the College an exceptionally brilliant K. B. Mian Ahmad Yar Khan account of himself, winning four out of five medals of the College. Daulatana, M.L.A. For his many estimable qualities of head and heart he enjoyed the affection and confidence of his Professors and comrades and was the recipient of the much-coveted Rivaz Medal for good conduct. He founded the Chiefs' College Dramatic Club and has ever since been prominently associated with its activities. He got the Chiefs' College Diploma in 1917. He then read in Government College, Lahore, for one year and nine months and when he was preparing for his Intermediate Examination he was called to his Estate for recruitment work in connection with the Great War. All through that titanic struggle Mian Ahmad Yar Khan devoted himself whole-heartedly to the service of the Empire. He supplied over a hundred recruits from his Estate and contributed more than three lakhs of rupees to various War Funds including the War Loan. He was released of the Court of Wards' control in 1920 and in the following year was elected unopposed to the first Reformed Council from the Western Multan Mohammadan Constituency, where he has done much useful work. He was re-elected in 1926 from the same constituency, but this time he had to contest his seat and won it by a majority of 1,835 votes. In 1930 he was re- turned again to the Council as a representative of the Punjab Mohammadan landholders, securing 962 votes against 490 of his opponent, Pir Mohammad Hussain. In the elections of 1937 under the new Constitution he was elected to the Punjab Legislative Assembly by an overwhelming majority of votes against his opponent, Khan Dost Mohammad Khan Khowgani of Multan. Mian Ahmad Yar Khan has fully inherited all the great and noble qualities of his grandfather and father and is immensely popular with all classes of people for his high character, keen intellect and many eminent social qualities. Speaking at the dinner party given to him at Lahore by the Hon'ble Ministers, leaders of the parties and other members of the Punjab Legislative Council, the Hon'ble Sir Henry Craik, K.C.S.I., C.S.I., Finance Member, Punjab Government, referred to Mian Ahmad Yar Khan in the following enthusiastic terms :- ""I should like, if I may, to pay a special tribute to my friend, Khan Bahadur Mian Ahmad Yar Khan Doultana, the genial Whip of the National Unionist Party, who is responsible for all the arrangements for our entertainment. I congratulate him on their complete success. Geniality tells SO much in many spheres of life and keeps our social relations pleasant. I am not sure which we appreciate most in the Council. I have an equal admiration for both of them and a no less sincere admiration for his many social qualities."" Since the release of his property from the Court of Wards he has been managing his Estate with consummate ability, and has been devoting more time to politics and social work than to his own affairs. He is Chief Secretary of the Unionist Party. The success which the party has achieved in the Punjab Assembly is mostly due to his genius and efforts. His eldest son, Mian Mumtaz Mohammad Khan, is a graduate of the Punjab University Bibi and is now in Carfus Christ College, Oxford. His two daughters, Bibi Mehrafroze and Taugir, are receiving their education at Queen Mary's College, Lahore. 372 D.",U. P. & AJMER-MERWARA
